Time,Time,SP,PV,OP
1,18/07/24 0:26,0,0.110681415,-0.293070874
2,18/07/24 0:26,0,0.110881415,-0.567370874
3,18/07/24 0:26,0,0.108981415,-0.824070874
4,18/07/24 0:26,0,0.032181415,-0.480470874
5,18/07/24 0:27,0,-0.017118585,-0.155770874
6,18/07/24 0:27,0,-0.036918585,0.065829126
7,18/07/24 0:27,0,-0.046718585,0.256129126
8,18/07/24 0:27,0,-0.049318585,0.389329126
9,18/07/24 0:27,0,-0.050918585,0.520529126
10,18/07/24 0:28,0,-0.050818585,0.654529126
11,18/07/24 0:28,0,-0.051618585,0.839429126
12,18/07/24 0:28,0,-0.048718585,0.942329126
13,18/07/24 0:28,0,-0.046518585,1.046829126
14,18/07/24 0:28,0,-0.045118585,1.151029126
15,18/07/24 0:29,0,-0.044418585,1.266029126
16,18/07/24 0:29,0,-0.044318585,1.450529126
17,18/07/24 0:29,0,0.037281415,0.915529126
18,18/07/24 0:29,0,0.092581415,0.373629126
19,18/07/24 0:29,0,0.114181415,-0.005370874
20,18/07/24 0:30,0,0.127281415,-0.388870874
21,18/07/24 0:30,0,0.088581415,-0.588270874
22,18/07/24 0:30,0,0.017081415,-0.212270874
23,18/07/24 0:30,0,-0.020318585,0.048029126
24,18/07/24 0:30,0,-0.038118585,0.245829126
25,18/07/24 0:31,0,-0.046718585,0.408929126
26,18/07/24 0:31,0,-0.051318585,0.557029126
27,18/07/24 0:31,0,-0.049618585,0.715029126
28,18/07/24 0:31,0,-0.050118585,0.841929126
29,18/07/24 0:31,0,-0.050118585,0.976829126
30,18/07/24 0:32,0,-0.048018585,1.082329126
31,18/07/24 0:32,0,-0.047818585,1.220229126
32,18/07/24 0:32,0,-0.047918585,1.345629126
33,18/07/24 0:32,0,-0.044318585,1.422429126
34,18/07/24 0:32,0,0.021981415,1.028429126
35,18/07/24 0:33,0,0.091681415,0.394129126
36,18/07/24 0:33,0,0.121181415,-0.143470874
37,18/07/24 0:33,0,0.129281415,-0.532270874
38,18/07/24 0:33,0,0.115981415,-0.753470874
39,18/07/24 0:33,0,0.036981415,-0.382070874
40,18/07/24 0:34,0,-0.008618585,-0.105670874
41,18/07/24 0:34,0,-0.027818585,0.092529126
42,18/07/24 0:34,0,-0.034318585,0.215329126
43,18/07/24 0:34,0,-0.038718585,0.337529126
44,18/07/24 0:34,0,-0.067518585,0.651129126
45,18/07/24 0:35,0,-0.054218585,0.763529126
46,18/07/24 0:35,0,0.014881415,0.347229126
47,18/07/24 0:35,0,0.032581415,0.165429126
48,18/07/24 0:35,0,0.041881415,0.017929126
49,18/07/24 0:35,0,0.041381415,-0.079070874
50,18/07/24 0:36,0,0.048581415,-0.245670874
51,18/07/24 0:36,0,0.042781415,-0.370770874
52,18/07/24 0:36,0,0.046581415,-0.503270874
53,18/07/24 0:36,0,0.043681415,-0.584270874
54,18/07/24 0:36,0,0.047281415,-0.718470874
55,18/07/24 0:37,0,0.042381415,-0.805970874
56,18/07/24 0:37,0,0.045281415,-0.949070874
57,18/07/24 0:37,0,0.038281415,-0.996570874
58,18/07/24 0:37,0,0.036781415,-1.075170874
59,18/07/24 0:37,0,0.030781415,-1.114570874
60,18/07/24 0:37,0,-0.011318585,-0.880770874
61,18/07/24 0:38,0,-0.088818585,-0.152770874
62,18/07/24 0:38,0,-0.110318585,0.240729126
63,18/07/24 0:38,0,-0.115518585,0.551329126
64,18/07/24 0:38,0,-0.121418585,0.855829126
65,18/07/24 0:38,0,-0.069918585,0.764129126
66,18/07/24 0:39,0,-0.013018585,0.476529126
67,18/07/24 0:39,0,0.013781415,0.290829126
68,18/07/24 0:39,0,0.023281415,0.177629126
69,18/07/24 0:39,0,0.025481415,0.097129126
70,18/07/24 0:39,0,0.028081415,0.020729126
71,18/07/24 0:40,0,0.028481415,-0.049070874
72,18/07/24 0:40,0,0.025481415,-0.112570874
73,18/07/24 0:40,0,0.026181415,-0.181370874
74,18/07/24 0:40,0,0.024081415,-0.220570874
75,18/07/24 0:40,0,0.023981415,-0.281570874
76,18/07/24 0:41,0,0.024881415,-0.352770874
77,18/07/24 0:41,0,0.023581415,-0.415370874
78,18/07/24 0:41,0,0.025081415,-0.486970874
79,18/07/24 0:41,0,0.024481415,-0.534370874
80,18/07/24 0:41,0,0.019281415,-0.553670874
81,18/07/24 0:42,0,0.021881415,-0.629570874
82,18/07/24 0:42,0,0.020181415,-0.675570874
83,18/07/24 0:42,0,-0.042518585,-0.241370874
84,18/07/24 0:42,0,-0.093118585,0.270029126
85,18/07/24 0:42,0,-0.112718585,0.655729126
86,18/07/24 0:43,0,-0.053618585,0.636729126
87,18/07/24 0:43,0,0.003481415,0.304529126
88,18/07/24 0:43,0,0.021681415,0.141029126
89,18/07/24 0:43,0,0.031881415,0.008129126
90,18/07/24 0:43,0,0.031481415,-0.068270874
91,18/07/24 0:44,0,0.038181415,-0.204970874
92,18/07/24 0:44,0,0.034381415,-0.290870874
93,18/07/24 0:44,0,0.036081415,-0.398770874
94,18/07/24 0:44,0,0.034681415,-0.465270874
95,18/07/24 0:44,0,0.037481415,-0.574370874
96,18/07/24 0:45,0,0.040481415,-0.693970874
97,18/07/24 0:45,0,0.042581415,-0.843870874
98,18/07/24 0:45,0,0.044881415,-0.968970874
99,18/07/24 0:45,0,0.046681415,-1.091770874
100,18/07/24 0:45,0,0.045581415,-1.192470874
101,18/07/24 0:46,0,-0.001518585,-0.968070874
102,18/07/24 0:46,0,-0.071918585,-0.371970874
103,18/07/24 0:46,0,-0.093818585,-0.016470874
104,18/07/24 0:46,0,-0.097518585,0.242829126
105,18/07/24 0:46,0,-0.105718585,0.546329126
106,18/07/24 0:46,0,-0.103918585,0.769529126
107,18/07/24 0:47,0,-0.059218585,0.711029126
108,18/07/24 0:47,0,0.008881415,0.310929126
109,18/07/24 0:47,0,0.040681415,0.030429126
110,18/07/24 0:47,0,0.049481415,-0.140370874
111,18/07/24 0:47,0,0.054181415,-0.298670874
112,18/07/24 0:48,0,0.056381415,-0.447770874
113,18/07/24 0:48,0,0.064581415,-0.699470874
114,18/07/24 0:48,0,0.068781415,-0.892770874
115,18/07/24 0:48,0,0.067281415,-1.043570874
116,18/07/24 0:48,0,0.063781415,-1.192570874
117,18/07/24 0:49,0,0.065081415,-1.360070874
118,18/07/24 0:49,0,0.002181415,-1.131170874
119,18/07/24 0:49,0,-0.054618585,-0.673070874
120,18/07/24 0:49,0,-0.080718585,-0.326470874
121,18/07/24 0:49,0,-0.093418585,-0.002670874
122,18/07/24 0:50,0,-0.099118585,0.271029126
123,18/07/24 0:50,0,-0.101118585,0.527029126
124,18/07/24 0:50,0,-0.098818585,0.797529126
125,18/07/24 0:50,0,-0.067018585,0.792729126
126,18/07/24 0:50,0,0.005381415,0.376029126
127,18/07/24 0:51,0,0.032681415,0.138829126
128,18/07/24 0:51,0,0.050581415,-0.081670874
129,18/07/24 0:51,0,0.065181415,-0.365970874
130,18/07/24 0:51,0,0.067581415,-0.541170874
131,18/07/24 0:51,0,0.069981415,-0.727770874
132,18/07/24 0:52,0,0.072081415,-0.917270874
133,18/07/24 0:52,0,0.072581415,-1.178470874
134,18/07/24 0:52,0,0.046581415,-1.170370874
135,18/07/24 0:52,0,-0.033018585,-0.640170874
136,18/07/24 0:52,0,-0.073318585,-0.221370874
137,18/07/24 0:53,0,-0.086918585,0.071129126
138,18/07/24 0:53,0,-0.093418585,0.398029126
139,18/07/24 0:53,0,-0.094218585,0.635529126
140,18/07/24 0:53,0,-0.094518585,0.870529126
141,18/07/24 0:53,0,-0.091818585,1.058529126
142,18/07/24 0:54,0,0.013281415,0.453329126
143,18/07/24 0:54,0,0.054381415,0.078229126
144,18/07/24 0:54,0,0.072181415,-0.241870874
145,18/07/24 0:54,0,0.078081415,-0.465970874
146,18/07/24 0:54,0,0.078881415,-0.679070874
147,18/07/24 0:55,0,0.079981415,-0.876070874
148,18/07/24 0:55,0,0.078581415,-1.092770874
149,18/07/24 0:55,0,0.039281415,-1.031770874
150,18/07/24 0:55,0,-0.037318585,-0.508370874
151,18/07/24 0:55,0,-0.071318585,-0.125770874
152,18/07/24 0:56,0,-0.087118585,0.178229126
153,18/07/24 0:56,0,-0.091018585,0.457629126
154,18/07/24 0:56,0,-0.089918585,0.673529126
155,18/07/24 0:56,0,-0.092518585,0.915529126
156,18/07/24 0:56,0,-0.037218585,0.725929126
157,18/07/24 0:57,0,0.023181415,0.330929126
158,18/07/24 0:57,0,0.050881415,0.032029126
159,18/07/24 0:57,0,0.058881415,-0.159570874
160,18/07/24 0:57,0,0.063681415,-0.339270874
161,18/07/24 0:57,0,0.064781415,-0.505770874
162,18/07/24 0:57,0,0.065181415,-0.679670874
163,18/07/24 0:58,0,0.063781415,-0.881970874
164,18/07/24 0:58,0,0.061981415,-1.093870874
165,18/07/24 0:58,0,0.064481415,-1.251270874
166,18/07/24 0:58,0,0.010081415,-1.024170874
167,18/07/24 0:59,0,-0.050218585,-0.559570874
168,18/07/24 0:59,0,-0.082418585,-0.110470874
169,18/07/24 0:59,0,-0.091118585,0.164129126
170,18/07/24 0:59,0,-0.095918585,0.426329126
171,18/07/24 0:59,0,-0.100718585,0.699929126
172,18/07/24 1:00,0,-0.103418585,0.970829126
173,18/07/24 1:00,0,-0.045818585,0.817029126
174,18/07/24 1:00,0,0.017981415,0.414629126
175,18/07/24 1:00,0,0.050981415,0.087729126
176,18/07/24 1:00,0,0.059381415,-0.090170874
177,18/07/24 1:01,0,0.064581415,-0.300470874
178,18/07/24 1:01,0,0.066481415,-0.471970874
179,18/07/24 1:01,0,0.067281415,-0.640370874
180,18/07/24 1:01,0,0.064781415,-0.784070874
181,18/07/24 1:01,0,0.065581415,-0.960970874
182,18/07/24 1:01,0,0.064081415,-1.106470874
183,18/07/24 1:02,0,0.000681415,-0.795570874
184,18/07/24 1:02,0,-0.057318585,-0.327070874
185,18/07/24 1:02,0,-0.080718585,-0.012470874
186,18/07/24 1:02,0,-0.094218585,0.296729126
187,18/07/24 1:02,0,-0.100318585,0.577629126
188,18/07/24 1:03,0,-0.101918585,0.835529126
189,18/07/24 1:03,0,-0.098018585,1.120529126
190,18/07/24 1:03,0,-0.014518585,0.695529126
191,18/07/24 1:03,0,0.029981415,0.374529126
192,18/07/24 1:03,0,0.051881415,0.125329126
193,18/07/24 1:04,0,0.061581415,-0.092970874
194,18/07/24 1:04,0,0.066481415,-0.339070874
195,18/07/24 1:04,0,0.065981415,-0.498170874
196,18/07/24 1:04,0,0.068081415,-0.687770874
197,18/07/24 1:04,0,0.067981415,-0.866470874
198,18/07/24 1:05,0,0.065081415,-0.993170874
199,18/07/24 1:05,0,0.064581415,-1.190370874
200,18/07/24 1:05,0,-0.010118585,-0.749570874
201,18/07/24 1:05,0,-0.061618585,-0.309270874
202,18/07/24 1:05,0,-0.083718585,0.019129126
203,18/07/24 1:06,0,-0.091918585,0.287529126
204,18/07/24 1:06,0,-0.092918585,0.582029126
205,18/07/24 1:06,0,-0.092018585,0.803929126
206,18/07/24 1:06,0,-0.088218585,1.000529126
207,18/07/24 1:06,0,-0.076518585,1.130229126
208,18/07/24 1:06,0,0.000281415,0.691129126
209,18/07/24 1:07,0,0.047281415,0.312429126
210,18/07/24 1:07,0,0.070481415,-0.005670874
211,18/07/24 1:07,0,0.082281415,-0.291470874
212,18/07/24 1:07,0,0.088081415,-0.538970874
213,18/07/24 1:07,0,0.090881415,-0.754470874
214,18/07/24 1:08,0,0.092281415,-0.986070874
215,18/07/24 1:08,0,0.092181415,-1.208070874
216,18/07/24 1:08,0,0.034981415,-1.021570874
217,18/07/24 1:08,0,-0.028118585,-0.593070874
218,18/07/24 1:08,0,-0.056818585,-0.284070874
219,18/07/24 1:09,0,-0.066418585,-0.054170874
220,18/07/24 1:09,0,-0.070118585,0.157429126
221,18/07/24 1:09,0,-0.075318585,0.384729126
222,18/07/24 1:09,0,-0.073018585,0.536029126
223,18/07/24 1:09,0,-0.074018585,0.719629126
224,18/07/24 1:09,0,-0.068218585,0.856329126
225,18/07/24 1:10,0,-0.021718585,0.758429126
226,18/07/24 1:10,0,0.045481415,0.261929126
227,18/07/24 1:10,0,0.066281415,-0.080570874
228,18/07/24 1:10,0,0.063781415,-0.221970874
229,18/07/24 1:11,0,0.064481415,-0.369270874
230,18/07/24 1:11,0,0.063781415,-0.562070874
231,18/07/24 1:11,0,0.063081415,-0.709370874
232,18/07/24 1:11,0,0.062281415,-0.870270874
233,18/07/24 1:11,0,0.060881415,-1.022670874
234,18/07/24 1:12,0,0.058681415,-1.151570874
235,18/07/24 1:12,0,0.005581415,-0.945470874
236,18/07/24 1:12,0,-0.056318585,-0.460570874
237,18/07/24 1:12,0,-0.084718585,-0.092870874
238,18/07/24 1:12,0,-0.095618585,0.203929126
239,18/07/24 1:13,0,-0.103518585,0.548929126
240,18/07/24 1:13,0,-0.104118585,0.808629126
241,18/07/24 1:13,0,-0.103718585,1.176829126
242,18/07/24 1:13,0,-0.014318585,0.714129126
243,18/07/24 1:13,0,0.039081415,0.318429126
244,18/07/24 1:14,0,0.061481415,0.018329126
245,18/07/24 1:14,0,0.071081415,-0.227670874
246,18/07/24 1:14,0,0.076381415,-0.478670874
247,18/07/24 1:14,0,0.081081415,-0.683870874
248,18/07/24 1:14,0,0.085081415,-0.944170874
249,18/07/24 1:15,0,0.083281415,-1.136170874
250,18/07/24 1:15,0,-0.008718585,-0.649070874
251,18/07/24 1:15,0,-0.048318585,-0.307370874
252,18/07/24 1:15,0,-0.063518585,-0.068070874
253,18/07/24 1:15,0,-0.069218585,0.116229126
254,18/07/24 1:16,0,-0.071518585,0.337129126
255,18/07/24 1:16,0,-0.071918585,0.564629126
256,18/07/24 1:16,0,-0.075418585,0.782329126
257,18/07/24 1:16,0,-0.069518585,0.921129126
258,18/07/24 1:16,0,-0.065518585,1.075829126
259,18/07/24 1:17,0,-0.057818585,1.185029126
260,18/07/24 1:17,0,0.052481415,0.427829126
261,18/07/24 1:17,0,0.094681415,-0.026370874
262,18/07/24 1:17,0,0.113681415,-0.407970874
263,18/07/24 1:17,0,0.119581415,-0.730770874
264,18/07/24 1:18,0,0.094481415,-0.925370874
265,18/07/24 1:18,0,-0.002018585,-0.390470874
266,18/07/24 1:18,0,-0.038118585,-0.092470874
267,18/07/24 1:18,0,-0.052218585,0.128129126
268,18/07/24 1:18,0,-0.057518585,0.302929126
269,18/07/24 1:19,0,-0.059218585,0.470729126
270,18/07/24 1:19,0,-0.067718585,0.679729126
271,18/07/24 1:19,0,-0.084318585,1.034129126
272,18/07/24 1:19,0,-0.079618585,1.202929126
273,18/07/24 1:19,0,-0.024218585,0.979529126
274,18/07/24 1:20,0,0.033081415,0.574029126
275,18/07/24 1:20,0,0.060181415,0.261329126
276,18/07/24 1:20,0,0.068281415,0.017029126
277,18/07/24 1:20,0,0.076281415,-0.214270874
278,18/07/24 1:20,0,0.082981415,-0.485170874
279,18/07/24 1:21,0,0.080381415,-0.667370874
280,18/07/24 1:21,0,0.084181415,-0.926470874
281,18/07/24 1:21,0,0.064081415,-0.994370874
282,18/07/24 1:21,0,-0.015718585,-0.503070874
283,18/07/24 1:21,0,-0.051618585,-0.175970874
284,18/07/24 1:22,0,-0.070818585,0.134429126
285,18/07/24 1:22,0,-0.074818585,0.371629126
286,18/07/24 1:22,0,-0.077318585,0.572429126
287,18/07/24 1:22,0,-0.078518585,0.769729126
288,18/07/24 1:22,0,-0.075218585,0.934929126
289,18/07/24 1:22,0,-0.075018585,1.118829126
290,18/07/24 1:23,0,-0.069918585,1.261229126
291,18/07/24 1:23,0,0.015481415,0.744829126
292,18/07/24 1:23,0,0.059681415,0.350229126
293,18/07/24 1:23,0,0.079781415,0.044429126
294,18/07/24 1:23,0,0.088681415,-0.219870874
295,18/07/24 1:24,0,0.090481415,-0.453770874
296,18/07/24 1:24,0,0.088781415,-0.734470874
297,18/07/24 1:24,0,0.094381415,-0.995270874
298,18/07/24 1:24,0,0.043081415,-0.850470874
299,18/07/24 1:24,0,-0.042418585,-0.263670874
300,18/07/24 1:25,0,-0.081418585,0.174929126
301,18/07/24 1:25,0,-0.091918585,0.498529126
302,18/07/24 1:25,0,-0.096618585,0.760629126
303,18/07/24 1:25,0,-0.099318585,1.017829126
304,18/07/24 1:25,0,-0.045218585,0.855329126
305,18/07/24 1:26,0,0.021981415,0.424529126
306,18/07/24 1:26,0,0.056181415,0.081229126
307,18/07/24 1:26,0,0.067981415,-0.150370874
308,18/07/24 1:26,0,0.072281415,-0.346670874
309,18/07/24 1:26,0,0.074081415,-0.519170874
310,18/07/24 1:26,0,0.075181415,-0.706070874
311,18/07/24 1:27,0,0.073381415,-0.875570874
312,18/07/24 1:27,0,0.070481415,-1.033370874
313,18/07/24 1:27,0,0.019181415,-0.841170874
314,18/07/24 1:27,0,-0.045918585,-0.358470874
315,18/07/24 1:27,0,-0.072218585,-0.034370874
316,18/07/24 1:28,0,-0.083618585,0.234929126
317,18/07/24 1:28,0,-0.091418585,0.520929126
318,18/07/24 1:28,0,-0.091418585,0.745729126
319,18/07/24 1:28,0,-0.093418585,0.987629126
320,18/07/24 1:28,0,-0.073418585,1.071829126
321,18/07/24 1:29,0,0.018481415,0.514629126
322,18/07/24 1:29,0,0.060281415,0.095529126
323,18/07/24 1:29,0,0.074781415,-0.167170874
324,18/07/24 1:29,0,0.077281415,-0.351870874
325,18/07/24 1:29,0,0.085281415,-0.604770874
326,18/07/24 1:29,0,0.080781415,-0.795370874
327,18/07/24 1:30,0,0.079081415,-1.017170874
328,18/07/24 1:30,0,0.029081415,-0.845570874
329,18/07/24 1:30,0,-0.051318585,-0.262070874
330,18/07/24 1:30,0,-0.085418585,0.126629126
331,18/07/24 1:30,0,-0.106018585,0.543929126
332,18/07/24 1:31,0,-0.109218585,0.827029126
333,18/07/24 1:31,0,-0.074718585,0.871129126
334,18/07/24 1:31,0,-0.002318585,0.466029126
335,18/07/24 1:31,0,0.033081415,0.183229126
336,18/07/24 1:31,0,0.050081415,-0.036070874
337,18/07/24 1:32,0,0.057581415,-0.229870874
338,18/07/24 1:32,0,0.059181415,-0.382670874
339,18/07/24 1:32,0,0.059981415,-0.534670874
340,18/07/24 1:32,0,0.060381415,-0.684370874
341,18/07/24 1:32,0,0.061381415,-0.839770874
342,18/07/24 1:33,0,0.061681415,-1.004670874
343,18/07/24 1:33,0,0.060781415,-1.146370874
344,18/07/24 1:33,0,0.059781415,-1.283470874
345,18/07/24 1:33,0,-0.013218585,-0.855170874
346,18/07/24 1:33,0,-0.067018585,-0.384070874
347,18/07/24 1:33,0,-0.088818585,-0.058970874
348,18/07/24 1:34,0,-0.101118585,0.258029126
349,18/07/24 1:34,0,-0.107718585,0.580829126
350,18/07/24 1:34,0,-0.109118585,0.852429126
351,18/07/24 1:34,0,-0.061018585,0.760929126
352,18/07/24 1:34,0,0.007081415,0.360229126
353,18/07/24 1:35,0,0.043981415,0.043429126
354,18/07/24 1:35,0,0.051281415,-0.170070874
355,18/07/24 1:35,0,0.056181415,-0.336270874
356,18/07/24 1:35,0,0.056981415,-0.476670874
357,18/07/24 1:35,0,0.056581415,-0.615270874
358,18/07/24 1:36,0,0.057881415,-0.773670874
359,18/07/24 1:36,0,0.055481415,-0.951570874
360,18/07/24 1:36,0,0.051681415,-1.056370874
361,18/07/24 1:36,0,0.055681415,-1.212870874
