Time,Time,SP,PV,OP
362,18/07/24 1:36,0,0.017881415,-1.069870874
363,18/07/24 1:37,0,-0.055018585,-0.526570874
364,18/07/24 1:37,0,-0.093218585,-0.006370874
365,18/07/24 1:37,0,-0.107418585,0.336729126
366,18/07/24 1:37,0,-0.122818585,0.743129126
367,18/07/24 1:37,0,-0.105618585,0.956829126
368,18/07/24 1:38,0,-0.030518585,0.606429126
369,18/07/24 1:38,0,0.008281415,0.367729126
370,18/07/24 1:38,0,0.021281415,0.241229126
371,18/07/24 1:38,0,0.027981415,0.136529126
372,18/07/24 1:38,0,0.029281415,0.060829126
373,18/07/24 1:39,0,0.027481415,0.003129126
374,18/07/24 1:39,0,0.031981415,-0.101770874
375,18/07/24 1:39,0,0.029781415,-0.159170874
376,18/07/24 1:39,0,0.029281415,-0.230370874
377,18/07/24 1:39,0,0.030881415,-0.305970874
378,18/07/24 1:39,0,0.028381415,-0.362070874
379,18/07/24 1:40,0,0.029781415,-0.440170874
380,18/07/24 1:40,0,0.034981415,-0.554070874
381,18/07/24 1:40,0,0.037781415,-0.660670874
382,18/07/24 1:40,0,0.039481415,-0.765870874
383,18/07/24 1:40,0,0.033281415,-0.806270874
384,18/07/24 1:41,0,-0.022618585,-0.488170874
385,18/07/24 1:41,0,-0.085818585,0.092329126
386,18/07/24 1:41,0,-0.106218585,0.488329126
387,18/07/24 1:41,0,-0.114118585,0.810229126
388,18/07/24 1:41,0,-0.104518585,1.019129126
389,18/07/24 1:42,0,-0.018818585,0.592729126
390,18/07/24 1:42,0,0.019181415,0.330829126
391,18/07/24 1:42,0,0.037481415,0.122829126
392,18/07/24 1:42,0,0.045581415,-0.035870874
393,18/07/24 1:42,0,0.049781415,-0.167070874
394,18/07/24 1:43,0,0.051781415,-0.394870874
395,18/07/24 1:43,0,0.051581415,-0.520470874
396,18/07/24 1:43,0,0.053081415,-0.683570874
397,18/07/24 1:43,0,0.057181415,-0.847170874
398,18/07/24 1:43,0,0.053381415,-0.978270874
399,18/07/24 1:44,0,0.054681415,-1.122070874
400,18/07/24 1:44,0,0.054681415,-1.280470874
401,18/07/24 1:44,0,0.051381415,-1.391470874
402,18/07/24 1:44,0,-0.039818585,-0.776570874
403,18/07/24 1:44,0,-0.081318585,-0.343170874
404,18/07/24 1:45,0,-0.099918585,0.043229126
405,18/07/24 1:45,0,-0.106718585,0.385029126
406,18/07/24 1:45,0,-0.115518585,0.731629126
407,18/07/24 1:45,0,-0.101218585,0.922929126
408,18/07/24 1:45,0,-0.024818585,0.552829126
409,18/07/24 1:46,0,0.013481415,0.300329126
410,18/07/24 1:46,0,0.032581415,0.076029126
411,18/07/24 1:46,0,0.036481415,-0.034370874
412,18/07/24 1:46,0,0.041081415,-0.149970874
413,18/07/24 1:46,0,0.042281415,-0.257370874
414,18/07/24 1:47,0,0.040181415,-0.344270874
415,18/07/24 1:47,0,0.043081415,-0.539970874
416,18/07/24 1:47,0,0.043581415,-0.648470874
417,18/07/24 1:47,0,0.045081415,-0.756670874
418,18/07/24 1:47,0,0.045981415,-0.871370874
419,18/07/24 1:48,0,0.048481415,-1.001470874
420,18/07/24 1:48,0,0.047881415,-1.134570874
421,18/07/24 1:48,0,-0.022118585,-0.719170874
422,18/07/24 1:48,0,-0.071518585,-0.277270874
423,18/07/24 1:48,0,-0.098118585,0.131129126
424,18/07/24 1:49,0,-0.110318585,0.466529126
425,18/07/24 1:49,0,-0.116618585,0.834729126
426,18/07/24 1:49,0,-0.116418585,1.114329126
427,18/07/24 1:49,0,-0.024618585,0.687529126
428,18/07/24 1:49,0,0.024381415,0.349829126
429,18/07/24 1:50,0,0.049981415,0.076629126
430,18/07/24 1:50,0,0.062081415,-0.142770874
431,18/07/24 1:50,0,0.059881415,-0.290570874
432,18/07/24 1:50,0,0.064581415,-0.472170874
433,18/07/24 1:50,0,0.064881415,-0.619370874
434,18/07/24 1:50,0,0.058781415,-0.726970874
435,18/07/24 1:51,0,0.060181415,-0.880570874
436,18/07/24 1:51,0,0.062281415,-1.056970874
437,18/07/24 1:51,0,0.012181415,-0.851970874
438,18/07/24 1:51,0,-0.058818585,-0.302770874
439,18/07/24 1:51,0,-0.084918585,0.037029126
440,18/07/24 1:52,0,-0.108918585,0.480529126
441,18/07/24 1:52,0,-0.113118585,0.780529126
442,18/07/24 1:52,0,-0.088918585,1.023929126
443,18/07/24 1:52,0,-0.004018585,0.550429126
444,18/07/24 1:52,0,0.046681415,0.131229126
445,18/07/24 1:53,0,0.057381415,-0.056270874
446,18/07/24 1:53,0,0.066381415,-0.316770874
447,18/07/24 1:53,0,0.070681415,-0.509170874
448,18/07/24 1:53,0,0.070781415,-0.693370874
449,18/07/24 1:53,0,0.068581415,-0.850470874
450,18/07/24 1:54,0,0.065881415,-0.992570874
451,18/07/24 1:54,0,-0.010518585,-0.615670874
452,18/07/24 1:54,0,-0.073818585,-0.072770874
453,18/07/24 1:54,0,-0.105018585,0.358929126
454,18/07/24 1:54,0,-0.114318585,0.668529126
455,18/07/24 1:55,0,-0.116818585,1.014629126
456,18/07/24 1:55,0,-0.029418585,0.663329126
457,18/07/24 1:55,0,0.032381415,0.229929126
458,18/07/24 1:55,0,0.052381415,0.000929126
459,18/07/24 1:55,0,0.068381415,-0.258870874
460,18/07/24 1:56,0,0.075581415,-0.501070874
461,18/07/24 1:56,0,0.077781415,-0.774070874
462,18/07/24 1:56,0,0.078981415,-0.976070874
463,18/07/24 1:56,0,0.056781415,-1.015570874
464,18/07/24 1:56,0,-0.035018585,-0.413370874
465,18/07/24 1:57,0,-0.076318585,0.008329126
466,18/07/24 1:57,0,-0.096118585,0.374729126
467,18/07/24 1:57,0,-0.100918585,0.648029126
468,18/07/24 1:57,0,-0.102018585,0.883829126
469,18/07/24 1:57,0,-0.080618585,0.984629126
470,18/07/24 1:57,0,0.008381415,0.459129126
471,18/07/24 1:58,0,0.055581415,0.056629126
472,18/07/24 1:58,0,0.070281415,-0.199270874
473,18/07/24 1:58,0,0.082781415,-0.489670874
474,18/07/24 1:58,0,0.075781415,-0.618470874
475,18/07/24 1:58,0,0.072581415,-0.776270874
476,18/07/24 1:59,0,0.065981415,-0.912870874
477,18/07/24 1:59,0,0.021881415,-0.755270874
478,18/07/24 1:59,0,-0.053418585,-0.195870874
479,18/07/24 1:59,0,-0.088718585,0.243129126
480,18/07/24 1:59,0,-0.106118585,0.601829126
481,18/07/24 2:00,0,-0.113218585,1.009429126
482,18/07/24 2:00,0,-0.053718585,0.963829126
483,18/07/24 2:00,0,0.008481415,0.586329126
484,18/07/24 2:00,0,0.046281415,0.257529126
485,18/07/24 2:00,0,0.055981415,0.066729126
486,18/07/24 2:01,0,0.064581415,-0.136970874
487,18/07/24 2:01,0,0.067081415,-0.378970874
488,18/07/24 2:01,0,0.063281415,-0.508870874
489,18/07/24 2:01,0,0.068881415,-0.707970874
490,18/07/24 2:01,0,0.063981415,-0.833170874
491,18/07/24 2:02,0,0.060581415,-0.989170874
492,18/07/24 2:02,0,-0.045418585,-0.278470874
493,18/07/24 2:02,0,-0.080318585,0.119629126
494,18/07/24 2:02,0,-0.095118585,0.436429126
495,18/07/24 2:02,0,-0.103218585,0.732329126
496,18/07/24 2:03,0,-0.102418585,1.092029126
497,18/07/24 2:03,0,-0.064318585,1.093429126
498,18/07/24 2:03,0,0.015581415,0.605029126
499,18/07/24 2:03,0,0.059781415,0.201529126
500,18/07/24 2:03,0,0.074881415,-0.063370874
501,18/07/24 2:04,0,0.080281415,-0.306470874
502,18/07/24 2:04,0,0.081081415,-0.508970874
503,18/07/24 2:04,0,0.081381415,-0.747670874
504,18/07/24 2:04,0,0.052181415,-0.723570874
505,18/07/24 2:04,0,-0.046418585,-0.048770874
506,18/07/24 2:05,0,-0.083518585,0.363429126
507,18/07/24 2:05,0,-0.095718585,0.730729126
508,18/07/24 2:05,0,-0.098418585,1.029829126
509,18/07/24 2:05,0,-0.090118585,1.212529126
510,18/07/24 2:05,0,0.001281415,0.695929126
511,18/07/24 2:06,0,0.054981415,0.258929126
512,18/07/24 2:06,0,0.079981415,-0.113770874
513,18/07/24 2:06,0,0.085581415,-0.351370874
514,18/07/24 2:06,0,0.089481415,-0.573670874
515,18/07/24 2:06,0,0.091181415,-0.800070874
516,18/07/24 2:07,0,0.061981415,-0.838670874
517,18/07/24 2:07,0,-0.022718585,-0.308870874
518,18/07/24 2:07,0,-0.052218585,-0.011470874
519,18/07/24 2:07,0,-0.065818585,0.229429126
520,18/07/24 2:07,0,-0.071618585,0.433729126
521,18/07/24 2:07,0,-0.070818585,0.589629126
522,18/07/24 2:08,0,-0.068718585,0.762229126
523,18/07/24 2:08,0,-0.069318585,0.936629126
524,18/07/24 2:08,0,-0.067218585,1.070229126
525,18/07/24 2:08,0,-0.065618585,1.225029126
526,18/07/24 2:08,0,-0.015118585,1.003129126
527,18/07/24 2:09,0,0.023981415,0.721129126
528,18/07/24 2:09,0,0.049081415,0.411929126
529,18/07/24 2:09,0,0.055381415,0.243929126
530,18/07/24 2:09,0,0.053581415,0.124129126
531,18/07/24 2:09,0,0.062081415,-0.073270874
532,18/07/24 2:10,0,0.071381415,-0.314870874
533,18/07/24 2:10,0,0.066981415,-0.501770874
534,18/07/24 2:10,0,0.069381415,-0.709770874
535,18/07/24 2:10,0,0.078081415,-0.949070874
536,18/07/24 2:10,0,0.053981415,-0.966970874
537,18/07/24 2:11,0,-0.020618585,-0.492470874
538,18/07/24 2:11,0,-0.060118585,-0.120970874
539,18/07/24 2:11,0,-0.067518585,0.087529126
540,18/07/24 2:11,0,-0.075618585,0.318029126
541,18/07/24 2:11,0,-0.073718585,0.504529126
542,18/07/24 2:12,0,-0.075918585,0.717329126
543,18/07/24 2:12,0,-0.082218585,0.952629126
544,18/07/24 2:12,0,-0.077018585,1.114829126
545,18/07/24 2:12,0,-0.076418585,1.295429126
546,18/07/24 2:12,0,0.006281415,0.827029126
547,18/07/24 2:12,0,0.055481415,0.417629126
548,18/07/24 2:13,0,0.082081415,0.068729126
549,18/07/24 2:13,0,0.092181415,-0.212270874
550,18/07/24 2:13,0,0.093381415,-0.442770874
551,18/07/24 2:13,0,0.089381415,-0.638670874
552,18/07/24 2:13,0,0.090781415,-0.867070874
553,18/07/24 2:14,0,0.020081415,-0.538670874
554,18/07/24 2:14,0,-0.043618585,-0.064870874
555,18/07/24 2:14,0,-0.069118585,0.251229126
556,18/07/24 2:14,0,-0.073418585,0.454129126
557,18/07/24 2:14,0,-0.082218585,0.686229126
558,18/07/24 2:14,0,-0.084218585,0.905229126
559,18/07/24 2:15,0,-0.078418585,1.083429126
560,18/07/24 2:15,0,-0.073118585,1.264729126
561,18/07/24 2:15,0,-0.052218585,1.278029126
562,18/07/24 2:15,0,0.017981415,0.838029126
563,18/07/24 2:15,0,0.046681415,0.560029126
564,18/07/24 2:16,0,0.058381415,0.352329126
565,18/07/24 2:16,0,0.071281415,0.107929126
566,18/07/24 2:16,0,0.077481415,-0.188870874
567,18/07/24 2:16,0,0.077481415,-0.373170874
568,18/07/24 2:16,0,0.075381415,-0.545170874
569,18/07/24 2:17,0,0.076981415,-0.744570874
570,18/07/24 2:17,0,0.077281415,-0.930670874
571,18/07/24 2:17,0,0.011581415,-0.699970874
572,18/07/24 2:17,0,-0.040618585,-0.310570874
573,18/07/24 2:17,0,-0.066018585,-0.001470874
574,18/07/24 2:18,0,-0.081818585,0.303129126
575,18/07/24 2:18,0,-0.085418585,0.565529126
576,18/07/24 2:18,0,-0.086718585,0.783429126
577,18/07/24 2:18,0,-0.087818585,1.002429126
578,18/07/24 2:18,0,-0.086918585,1.208029126
579,18/07/24 2:19,0,-0.025518585,0.971929126
580,18/07/24 2:19,0,0.036481415,0.519229126
581,18/07/24 2:19,0,0.051681415,0.306129126
582,18/07/24 2:19,0,0.057581415,0.134029126
583,18/07/24 2:19,0,0.059581415,-0.018770874
584,18/07/24 2:20,0,0.059281415,-0.172370874
585,18/07/24 2:20,0,0.061081415,-0.408270874
586,18/07/24 2:20,0,0.058481415,-0.552670874
587,18/07/24 2:20,0,0.056481415,-0.682170874
588,18/07/24 2:20,0,0.058381415,-0.845670874
589,18/07/24 2:21,0,0.059781415,-0.999270874
590,18/07/24 2:21,0,-0.020818585,-0.576870874
591,18/07/24 2:21,0,-0.072918585,-0.101470874
592,18/07/24 2:21,0,-0.090418585,0.218529126
593,18/07/24 2:21,0,-0.104518585,0.554729126
594,18/07/24 2:22,0,-0.107118585,0.828729126
595,18/07/24 2:22,0,-0.113118585,1.138929126
596,18/07/24 2:22,0,-0.053118585,1.014429126
597,18/07/24 2:22,0,0.004581415,0.673529126
598,18/07/24 2:22,0,0.044981415,0.304329126
599,18/07/24 2:23,0,0.052081415,0.133829126
600,18/07/24 2:23,0,0.059181415,-0.082170874
601,18/07/24 2:23,0,0.056681415,-0.233970874
602,18/07/24 2:23,0,0.060281415,-0.398270874
603,18/07/24 2:23,0,0.058881415,-0.535870874
604,18/07/24 2:24,0,0.060381415,-0.674270874
605,18/07/24 2:24,0,0.062981415,-0.859270874
606,18/07/24 2:24,0,0.070981415,-1.105570874
607,18/07/24 2:24,0,-0.005118585,-0.684070874
608,18/07/24 2:24,0,-0.052218585,-0.285470874
609,18/07/24 2:25,0,-0.077018585,0.060929126
610,18/07/24 2:25,0,-0.089918585,0.371729126
611,18/07/24 2:25,0,-0.091318585,0.600229126
612,18/07/24 2:25,0,-0.089118585,0.807929126
613,18/07/24 2:25,0,-0.089818585,1.031729126
614,18/07/24 2:25,0,-0.086418585,1.239329126
615,18/07/24 2:26,0,0.010681415,0.710929126
616,18/07/24 2:26,0,0.054481415,0.336329126
617,18/07/24 2:26,0,0.076081415,0.030729126
618,18/07/24 2:26,0,0.085381415,-0.226570874
619,18/07/24 2:26,0,0.088081415,-0.454670874
620,18/07/24 2:27,0,0.087281415,-0.660770874
621,18/07/24 2:27,0,0.085381415,-0.858070874
622,18/07/24 2:27,0,0.064781415,-0.922170874
623,18/07/24 2:27,0,-0.014518585,-0.441770874
624,18/07/24 2:27,0,-0.052618585,-0.094370874
625,18/07/24 2:28,0,-0.071118585,0.186129126
626,18/07/24 2:28,0,-0.079118585,0.421329126
627,18/07/24 2:28,0,-0.078418585,0.700729126
628,18/07/24 2:28,0,-0.083218585,0.930529126
629,18/07/24 2:28,0,-0.079818585,1.120629126
630,18/07/24 2:29,0,-0.063318585,1.196329126
631,18/07/24 2:29,0,0.031081415,0.589129126
632,18/07/24 2:29,0,0.073481415,0.140429126
633,18/07/24 2:29,0,0.089281415,-0.168070874
634,18/07/24 2:29,0,0.095781415,-0.441570874
635,18/07/24 2:30,0,0.099781415,-0.707070874
636,18/07/24 2:30,0,0.085381415,-0.915270874
637,18/07/24 2:30,0,0.007881415,-0.488270874
638,18/07/24 2:30,0,-0.039518585,-0.118470874
639,18/07/24 2:30,0,-0.060018585,0.159529126
640,18/07/24 2:31,0,-0.069118585,0.397429126
641,18/07/24 2:31,0,-0.081318585,0.728529126
642,18/07/24 2:31,0,-0.090518585,0.999029126
643,18/07/24 2:31,0,-0.095918585,1.262829126
644,18/07/24 2:31,0,-0.026018585,0.984129126
645,18/07/24 2:32,0,0.038581415,0.517729126
646,18/07/24 2:32,0,0.062681415,0.225829126
647,18/07/24 2:32,0,0.073681415,-0.018170874
648,18/07/24 2:32,0,0.077581415,-0.227470874
649,18/07/24 2:32,0,0.079681415,-0.431270874
650,18/07/24 2:32,0,0.077481415,-0.588170874
651,18/07/24 2:33,0,0.075081415,-0.779070874
652,18/07/24 2:33,0,0.022281415,-0.569170874
653,18/07/24 2:33,0,-0.040318585,-0.112870874
654,18/07/24 2:33,0,-0.070018585,0.230529126
655,18/07/24 2:33,0,-0.081518585,0.480029126
656,18/07/24 2:34,0,-0.088118585,0.771829126
657,18/07/24 2:34,0,-0.092618585,1.041529126
658,18/07/24 2:34,0,-0.089618585,1.243929126
659,18/07/24 2:34,0,-0.059518585,1.270129126
660,18/07/24 2:34,0,0.009981415,0.850929126
661,18/07/24 2:35,0,0.049881415,0.492629126
662,18/07/24 2:35,0,0.063881415,0.262329126
663,18/07/24 2:35,0,0.068381415,-0.007170874
664,18/07/24 2:35,0,0.069381415,-0.184070874
665,18/07/24 2:35,0,0.075381415,-0.396270874
666,18/07/24 2:36,0,0.118481415,-0.955970874
667,18/07/24 2:36,0,0.016581415,-0.483070874
668,18/07/24 2:36,0,-0.047218585,-0.007470874
669,18/07/24 2:36,0,-0.080518585,0.395229126
670,18/07/24 2:36,0,-0.079618585,0.590229126
671,18/07/24 2:37,0,-0.059218585,0.637129126
672,18/07/24 2:37,0,-0.056418585,0.752629126
673,18/07/24 2:37,0,-0.069218585,0.990229126
674,18/07/24 2:37,0,-0.077918585,1.227429126
675,18/07/24 2:37,0,-0.041318585,1.152129126
676,18/07/24 2:37,0,0.037081415,0.616129126
677,18/07/24 2:38,0,0.071581415,0.229229126
678,18/07/24 2:38,0,0.087281415,-0.071170874
679,18/07/24 2:38,0,0.098981415,-0.374470874
680,18/07/24 2:38,0,0.105181415,-0.665170874
681,18/07/24 2:38,0,0.116381415,-0.985770874
682,18/07/24 2:39,0,0.031381415,-0.601770874
683,18/07/24 2:39,0,-0.022318585,-0.238970874
684,18/07/24 2:39,0,-0.046518585,0.019729126
685,18/07/24 2:39,0,-0.054418585,0.199629126
686,18/07/24 2:39,0,-0.056818585,0.336629126
687,18/07/24 2:40,0,-0.075518585,0.624129126
688,18/07/24 2:40,0,-0.089318585,0.937929126
689,18/07/24 2:40,0,-0.090018585,1.186329126
690,18/07/24 2:40,0,-0.047418585,1.089129126
691,18/07/24 2:40,0,0.027681415,0.599729126
692,18/07/24 2:41,0,0.055781415,0.298329126
693,18/07/24 2:41,0,0.067481415,0.020429126
694,18/07/24 2:41,0,0.072281415,-0.179470874
695,18/07/24 2:41,0,0.074181415,-0.357170874
696,18/07/24 2:41,0,0.076281415,-0.552670874
697,18/07/24 2:42,0,0.075981415,-0.748670874
698,18/07/24 2:42,0,0.074181415,-0.985070874
699,18/07/24 2:42,0,0.063381415,-1.087870874
700,18/07/24 2:42,0,-0.019518585,-0.571670874
701,18/07/24 2:42,0,-0.055218585,-0.235170874
702,18/07/24 2:43,0,-0.070518585,0.043029126
703,18/07/24 2:43,0,-0.080118585,0.381529126
704,18/07/24 2:43,0,-0.081818585,0.592729126
705,18/07/24 2:43,0,-0.082318585,0.796029126
706,18/07/24 2:43,0,-0.081518585,1.013929126
707,18/07/24 2:44,0,-0.079118585,1.190729126
708,18/07/24 2:44,0,-0.013618585,0.968529126
709,18/07/24 2:44,0,0.046881415,0.517729126
710,18/07/24 2:44,0,0.074081415,0.183629126
711,18/07/24 2:44,0,0.086081415,-0.097170874
712,18/07/24 2:45,0,0.092081415,-0.353070874
713,18/07/24 2:45,0,0.096681415,-0.692870874
714,18/07/24 2:45,0,0.092181415,-0.893470874
715,18/07/24 2:45,0,0.053981415,-0.823370874
716,18/07/24 2:45,0,-0.024718585,-0.313570874
717,18/07/24 2:45,0,-0.061418585,0.042129126
718,18/07/24 2:46,0,-0.081118585,0.460129126
719,18/07/24 2:46,0,-0.084218585,0.686229126
720,18/07/24 2:46,0,-0.087218585,0.916329126
721,18/07/24 2:46,0,-0.086918585,1.146129126
