Data,SI,Sudut,m,n,Status,
666,0,1.79418,30.0921, -1.#IND, FALSE, 
667,0,1.75367,31.7527, -1.#IND, FALSE, 
668,0,1.71752,33.1398, -1.#IND, FALSE, 
669,0,1.68314,34.4407, -1.#IND, FALSE, 
670,0,1.65235,35.8537, -1.#IND, FALSE, 
671,0,1.6225,37.041, -1.#IND, FALSE, 
672,0,1.59466,38.5267, -1.#IND, FALSE, 
673,0,1.56575,39.747, -1.#IND, FALSE, 
674,0,1.53819,40.392, -1.#IND, FALSE, 
675,0,1.51166,41.6146, -1.#IND, FALSE, 
676,0,1.48511,42.8842, -1.#IND, FALSE, 
677,0,1.45717,43.1562, -1.#IND, FALSE, 
678,0,1.42868,43.2839, -1.#IND, FALSE, 
679,0,1.39899,43.1897, -1.#IND, FALSE, 
680,0,1.36923,42.6069, -1.#IND, FALSE, 
681,0,1.33467,42.6451, -1.#IND, FALSE, 
682,0,1.29613,42.7341, -1.#IND, FALSE, 
683,0,1.25524,41.8207, -1.#IND, FALSE, 
684,0,1.21091,40.6064, -1.#IND, FALSE, 
685,0,1.15749,38.8957, -1.#IND, FALSE, 
686,0,1.10047,36.0628, -1.#IND, FALSE, 
687,0,1.03314,32.389, -1.#IND, FALSE, 
688,0,2.1772,28.012, -1.#IND, FALSE, 
689,0,2.25835,23.0607, -1.#IND, FALSE, 
690,0,2.34487,18.0681, -1.#IND, FALSE, 
691,0,2.43169,13.5856, -1.#IND, FALSE, 
692,0,2.51789,9.77836, -1.#IND, FALSE, 
693,0,2.62304,6.20677, -1.#IND, FALSE, 
694,0,2.71849,3.73201, -1.#IND, FALSE, 
695,0,2.8086,2.07091, -1.#IND, FALSE, 
696,0,2.88517,1.09816, -1.#IND, FALSE, 
697,0,2.94553,0.579601, -1.#IND, FALSE, 
698,0,2.99326,0.30335, -1.#IND, FALSE, 
699,0,3.03633,0.140141, -1.#IND, FALSE, 
700,0,3.07347,0.054747, -1.#IND, FALSE, 
701,0,3.10497,0.0148942, -1.#IND, FALSE, 
702,0,3.13619,0.000306871, -1.#IND, FALSE, 
703,0,3.1194,0.00493024, -1.#IND, FALSE, 
704,0,3.09135,0.0241341, -1.#IND, FALSE, 
705,0,3.06164,0.0587538, -1.#IND, FALSE, 
706,0,3.03204,0.106918, -1.#IND, FALSE, 
707,0,3.00518,0.162605, -1.#IND, FALSE, 
708,0,2.97848,0.23012, -1.#IND, FALSE, 
709,0,2.95388,0.305466, -1.#IND, FALSE, 
710,0,2.92871,0.396513, -1.#IND, FALSE, 
711,0,2.9068,0.490913, -1.#IND, FALSE, 
712,0,2.88424,0.603623, -1.#IND, FALSE, 
713,0,2.85938,0.747185, -1.#IND, FALSE, 
714,0,2.82987,0.945277, -1.#IND, FALSE, 
715,0,2.79839,1.19183, -1.#IND, FALSE, 
716,0,2.76159,1.5359, -1.#IND, FALSE, 
717,0,2.72549,1.93443, -1.#IND, FALSE, 
718,0,2.68591,2.44713, -1.#IND, FALSE, 
719,0,2.63979,3.13175, -1.#IND, FALSE, 
720,0,2.59039,3.99041, -1.#IND, FALSE, 
721,0,2.53484,5.12101, -1.#IND, FALSE, 
722,0,2.48298,6.38309, -1.#IND, FALSE, 
723,0,2.42271,8.01493, -1.#IND, FALSE, 
724,0,2.3605,9.93631, -1.#IND, FALSE, 
725,0,0.849091,12.2467, -1.#IND, FALSE, 
726,0,0.912989,14.7087, -1.#IND, FALSE, 
727,0,0.978414,17.3675, -1.#IND, FALSE, 
728,0,2.10128,20.0908, -1.#IND, FALSE, 
729,0,2.04399,22.8577, -1.#IND, FALSE, 
730,0,1.9928,25.7346, -1.#IND, FALSE, 
731,0,1.94285,28.5728, -1.#IND, FALSE, 
732,0,1.90028,31.7417, -1.#IND, FALSE, 
733,0,1.85317,34.481, -1.#IND, FALSE, 
734,0,1.8126,37.2791, -1.#IND, FALSE, 
735,0,1.77409,39.9596, -1.#IND, FALSE, 
736,0,1.73789,42.423, -1.#IND, FALSE, 
737,0,1.7033,45.1245, -1.#IND, FALSE, 
738,0,1.67255,47.3734, -1.#IND, FALSE, 
739,0,1.64506,50.2186, -1.#IND, FALSE, 
740,0,1.6189,53.1011, -1.#IND, FALSE, 
741,0,1.59177,56.1316, -1.#IND, FALSE, 
742,0,1.56574,58.5609, -1.#IND, FALSE, 
743,0,1.54046,60.9198, -1.#IND, FALSE, 
744,0,1.51669,63.4831, -1.#IND, FALSE, 
745,0,1.49228,65.8255, -1.#IND, FALSE, 
746,0,1.46683,68.2087, -1.#IND, FALSE, 
747,0,1.44016,70.5832, -1.#IND, FALSE, 
748,0,1.41029,72.0862, -1.#IND, FALSE, 
749,0,1.37609,73.4694, -1.#IND, FALSE, 
750,0,1.34116,74.3786, -1.#IND, FALSE, 
751,0,1.30149,74.5578, -1.#IND, FALSE, 
752,0,1.25661,73.6003, -1.#IND, FALSE, 
753,0,1.20185,71.5035, -1.#IND, FALSE, 
754,0,1.14866,66.146, -1.#IND, FALSE, 
755,0,1.09381,59.7405, -1.#IND, FALSE, 
756,0,1.02918,52.9256, -1.#IND, FALSE, 
757,0,2.19105,44.8107, -1.#IND, FALSE, 
758,0,2.27021,36.256, -1.#IND, FALSE, 
759,0,2.34594,28.413, -1.#IND, FALSE, 
760,0,2.41203,22.0742, -1.#IND, FALSE, 
761,0,2.47747,16.7586, -1.#IND, FALSE, 
762,0,2.55137,12.0823, -1.#IND, FALSE, 
763,0,2.61624,8.66861, -1.#IND, FALSE, 
764,0,2.68299,5.93971, -1.#IND, FALSE, 
765,0,2.7401,4.0816, -1.#IND, FALSE, 
766,0,2.78879,2.83724, -1.#IND, FALSE, 
767,0,2.84101,1.85255, -1.#IND, FALSE, 
768,0,2.89117,1.15951, -1.#IND, FALSE, 
769,0,2.9361,0.707324, -1.#IND, FALSE, 
770,0,2.98013,0.395725, -1.#IND, FALSE, 
771,0,3.01916,0.208083, -1.#IND, FALSE, 
772,0,3.05153,0.104353, -1.#IND, FALSE, 
773,0,3.08233,0.0421584, -1.#IND, FALSE, 
774,0,3.11289,0.00926271, -1.#IND, FALSE, 
775,0,3.13925,5.81E-05, -1.#IND, FALSE, 
776,0,3.11237,0.00856799, -1.#IND, FALSE, 
777,0,3.08502,0.030636, -1.#IND, FALSE, 
778,0,3.06197,0.0585591, -1.#IND, FALSE, 
779,0,3.03837,0.0954323, -1.#IND, FALSE, 
780,0,3.01373,0.143015, -1.#IND, FALSE, 
781,0,2.98759,0.203374, -1.#IND, FALSE, 
782,0,2.96221,0.272734, -1.#IND, FALSE, 
783,0,2.93789,0.351626, -1.#IND, FALSE, 
784,0,2.91537,0.436855, -1.#IND, FALSE, 
785,0,2.89346,0.532083, -1.#IND, FALSE, 
786,0,2.8683,0.65814, -1.#IND, FALSE, 
787,0,2.84237,0.809751, -1.#IND, FALSE, 
788,0,2.81769,0.978053, -1.#IND, FALSE, 
789,0,2.78998,1.19607, -1.#IND, FALSE, 
790,0,2.75871,1.48012, -1.#IND, FALSE, 
791,0,2.72763,1.81369, -1.#IND, FALSE, 
792,0,2.69041,2.26147, -1.#IND, FALSE, 
793,0,2.65466,2.7734, -1.#IND, FALSE, 
794,0,2.61543,3.41128, -1.#IND, FALSE, 
795,0,2.57066,4.24014, -1.#IND, FALSE, 
796,0,2.52179,5.28679, -1.#IND, FALSE, 
797,0,2.47191,6.52573, -1.#IND, FALSE, 
798,0,2.41914,8.01191, -1.#IND, FALSE, 
799,0,2.36507,9.74884, -1.#IND, FALSE, 
800,0,0.83868,11.882, -1.#IND, FALSE, 
801,0,0.900642,14.2164, -1.#IND, FALSE, 
802,0,0.959646,16.7561, -1.#IND, FALSE, 
803,0,2.12182,19.5188, -1.#IND, FALSE, 
804,0,2.05825,22.385, -1.#IND, FALSE, 
805,0,2.00319,25.2551, -1.#IND, FALSE, 
806,0,1.95477,28.1997, -1.#IND, FALSE, 
807,0,1.90755,31.1269, -1.#IND, FALSE, 
808,0,1.86732,34.1331, -1.#IND, FALSE, 
809,0,1.82332,36.7932, -1.#IND, FALSE, 
810,0,1.78138,39.1172, -1.#IND, FALSE, 
811,0,1.74521,41.6808, -1.#IND, FALSE, 
812,0,1.71013,44.3021, -1.#IND, FALSE, 
813,0,1.67729,46.6951, -1.#IND, FALSE, 
814,0,1.64487,48.6284, -1.#IND, FALSE, 
815,0,1.61534,50.6179, -1.#IND, FALSE, 
816,0,1.58608,52.6673, -1.#IND, FALSE, 
817,0,1.55766,53.9006, -1.#IND, FALSE, 
818,0,1.52933,54.9938, -1.#IND, FALSE, 
819,0,1.50122,56.3273, -1.#IND, FALSE, 
820,0,1.47369,58.501, -1.#IND, FALSE, 
821,0,1.44495,59.6221, -1.#IND, FALSE, 
822,0,1.41627,60.5406, -1.#IND, FALSE, 
823,0,1.38527,60.6122, -1.#IND, FALSE, 
824,0,1.35547,59.4953, -1.#IND, FALSE, 
825,0,1.32042,58.6861, -1.#IND, FALSE, 
826,0,1.28164,57.8528, -1.#IND, FALSE, 
827,0,1.24195,55.6949, -1.#IND, FALSE, 
828,0,1.1961,53.0214, -1.#IND, FALSE, 
829,0,1.14564,49.6739, -1.#IND, FALSE, 
830,0,1.08321,45.7796, -1.#IND, FALSE, 
831,0,1.02108,40.548, -1.#IND, FALSE, 
832,0,2.1868,34.7178, -1.#IND, FALSE, 
833,0,2.2611,28.6405, -1.#IND, FALSE, 
834,0,2.34449,22.5119, -1.#IND, FALSE, 
835,0,2.42903,16.9587, -1.#IND, FALSE, 
836,0,2.5012,12.7064, -1.#IND, FALSE, 
837,0,2.57226,9.21586, -1.#IND, FALSE, 
838,0,2.64538,6.39422, -1.#IND, FALSE, 
839,0,2.72297,4.12074, -1.#IND, FALSE, 
840,0,2.79363,2.56796, -1.#IND, FALSE, 
841,0,2.85761,1.5416, -1.#IND, FALSE, 
842,0,2.91143,0.919046, -1.#IND, FALSE, 
843,0,2.96215,0.508584, -1.#IND, FALSE, 
844,0,3.00967,0.252025, -1.#IND, FALSE, 
845,0,3.04919,0.114506, -1.#IND, FALSE, 
846,0,3.08192,0.0447791, -1.#IND, FALSE, 
847,0,3.11523,0.0082072, -1.#IND, FALSE, 
848,0,3.13553,0.000408688, -1.#IND, FALSE, 
849,0,3.10571,0.0136292, -1.#IND, FALSE, 
850,0,3.07781,0.0413765, -1.#IND, FALSE, 
851,0,3.04888,0.0848272, -1.#IND, FALSE, 
852,0,3.01872,0.145796, -1.#IND, FALSE, 
853,0,2.98963,0.218788, -1.#IND, FALSE, 
854,0,2.96262,0.301729, -1.#IND, FALSE, 
855,0,2.93927,0.386128, -1.#IND, FALSE, 
856,0,2.913,0.498227, -1.#IND, FALSE, 
857,0,2.8862,0.632937, -1.#IND, FALSE, 
858,0,2.85934,0.791758, -1.#IND, FALSE, 
859,0,2.83102,0.989208, -1.#IND, FALSE, 
860,0,2.80385,1.21468, -1.#IND, FALSE, 
861,0,2.77027,1.53411, -1.#IND, FALSE, 
862,0,2.73683,1.90858, -1.#IND, FALSE, 
863,0,2.70243,2.35902, -1.#IND, FALSE, 
864,0,2.66158,2.9714, -1.#IND, FALSE, 
865,0,2.61748,3.74139, -1.#IND, FALSE, 
866,0,2.56617,4.77335, -1.#IND, FALSE, 
867,0,2.51743,5.95799, -1.#IND, FALSE, 
868,0,2.4683,7.36527, -1.#IND, FALSE, 
869,0,2.41314,9.11193, -1.#IND, FALSE, 
870,0,0.791859,11.3245, -1.#IND, FALSE, 
871,0,0.854629,13.7403, -1.#IND, FALSE, 
872,0,0.911618,16.3371, -1.#IND, FALSE, 
873,0,0.972425,19.2778, -1.#IND, FALSE, 
874,0,2.10445,22.4777, -1.#IND, FALSE, 
875,0,2.04468,25.7247, -1.#IND, FALSE, 
876,0,1.98553,28.939, -1.#IND, FALSE, 
877,0,1.93557,32.2346, -1.#IND, FALSE, 
878,0,1.88494,35.2411, -1.#IND, FALSE, 
879,0,1.8387,37.9408, -1.#IND, FALSE, 
880,0,1.79336,40.4961, -1.#IND, FALSE, 
881,0,1.75283,42.8095, -1.#IND, FALSE, 
882,0,1.71642,45.3232, -1.#IND, FALSE, 
883,0,1.68232,47.4885, -1.#IND, FALSE, 
884,0,1.64864,49.2178, -1.#IND, FALSE, 
885,0,1.61818,50.7083, -1.#IND, FALSE, 
886,0,1.58918,52.6201, -1.#IND, FALSE, 
887,0,1.56402,53.8566, -1.#IND, FALSE, 
888,0,1.5408,55.2375, -1.#IND, FALSE, 
889,0,1.51685,56.7446, -1.#IND, FALSE, 
890,0,1.49049,57.7663, -1.#IND, FALSE, 
891,0,1.46471,58.8375, -1.#IND, FALSE, 
892,0,1.43763,59.7887, -1.#IND, FALSE, 
893,0,1.41017,60.2458, -1.#IND, FALSE, 
894,0,1.38098,60.8136, -1.#IND, FALSE, 
895,0,1.35051,60.6023, -1.#IND, FALSE, 
896,0,1.31408,61.3922, -1.#IND, FALSE, 
897,0,1.27458,60.6543, -1.#IND, FALSE, 
898,0,1.23072,59.0396, -1.#IND, FALSE, 
899,0,1.18154,56.3488, -1.#IND, FALSE, 
900,0,1.11841,53.0499, -1.#IND, FALSE, 
901,0,1.05122,47.6931, -1.#IND, FALSE, 
902,0,2.16645,41.1252, -1.#IND, FALSE, 
903,0,2.23898,34.2184, -1.#IND, FALSE, 
904,0,2.31445,27.5239, -1.#IND, FALSE, 
905,0,2.3929,21.2504, -1.#IND, FALSE, 
906,0,2.49203,14.9259, -1.#IND, FALSE, 
907,0,2.58768,9.95046, -1.#IND, FALSE, 
908,0,2.68851,6.02576, -1.#IND, FALSE, 
909,0,2.77886,3.45838, -1.#IND, FALSE, 
910,0,2.85287,1.95902, -1.#IND, FALSE, 
911,0,2.91853,1.04682, -1.#IND, FALSE, 
912,0,2.97098,0.554934, -1.#IND, FALSE, 
913,0,3.02267,0.245113, -1.#IND, FALSE, 
914,0,3.06553,0.091909, -1.#IND, FALSE, 
915,0,3.10461,0.0201017, -1.#IND, FALSE, 
916,0,3.13835,0.000144714, -1.#IND, FALSE, 
917,0,3.11124,0.0119683, -1.#IND, FALSE, 
918,0,3.08144,0.0446611, -1.#IND, FALSE, 
919,0,3.05276,0.0930708, -1.#IND, FALSE, 
920,0,3.02591,0.15244, -1.#IND, FALSE, 
921,0,2.99758,0.229552, -1.#IND, FALSE, 
922,0,2.9691,0.324237, -1.#IND, FALSE, 
923,0,2.94276,0.428019, -1.#IND, FALSE, 
924,0,2.91802,0.544902, -1.#IND, FALSE, 
925,0,2.89197,0.689377, -1.#IND, FALSE, 
926,0,2.86528,0.860819, -1.#IND, FALSE, 
927,0,2.83579,1.0832, -1.#IND, FALSE, 
928,0,2.80862,1.32346, -1.#IND, FALSE, 
929,0,2.78297,1.59187, -1.#IND, FALSE, 
930,0,2.75367,1.93709, -1.#IND, FALSE, 
931,0,2.72353,2.35016, -1.#IND, FALSE, 
932,0,2.69481,2.81248, -1.#IND, FALSE, 
933,0,2.66532,3.35859, -1.#IND, FALSE, 
934,0,2.63103,4.06245, -1.#IND, FALSE, 
935,0,2.5917,4.96949, -1.#IND, FALSE, 
936,0,2.54904,6.09362, -1.#IND, FALSE, 
937,0,2.50617,7.41501, -1.#IND, FALSE, 
938,0,2.46332,8.96271, -1.#IND, FALSE, 
939,0,2.41893,10.7696, -1.#IND, FALSE, 
940,0,2.37254,12.9113, -1.#IND, FALSE, 
941,0,0.818218,15.4621, -1.#IND, FALSE, 
942,0,0.865633,18.2706, -1.#IND, FALSE, 
943,0,0.910165,21.3908, -1.#IND, FALSE, 
944,0,0.967023,25.1602, -1.#IND, FALSE, 
945,0,2.11326,29.3271, -1.#IND, FALSE, 
946,0,2.05323,33.6499, -1.#IND, FALSE, 
947,0,1.99172,38.0081, -1.#IND, FALSE, 
948,0,1.93241,41.9662, -1.#IND, FALSE, 
949,0,1.87551,45.3858, -1.#IND, FALSE, 
950,0,1.82607,48.4317, -1.#IND, FALSE, 
951,0,1.78506,51.5271, -1.#IND, FALSE, 
952,0,1.74543,54.2498, -1.#IND, FALSE, 
953,0,1.70738,56.4261, -1.#IND, FALSE, 
954,0,1.67366,58.7176, -1.#IND, FALSE, 
955,0,1.64499,60.881, -1.#IND, FALSE, 
956,0,1.61509,62.4529, -1.#IND, FALSE, 
957,0,1.58649,64.3186, -1.#IND, FALSE, 
958,0,1.55935,65.1249, -1.#IND, FALSE, 
959,0,1.53387,66.3318, -1.#IND, FALSE, 
960,0,1.5082,67.7474, -1.#IND, FALSE, 
961,0,1.48052,68.5445, -1.#IND, FALSE, 
962,0,1.45346,69.9631, -1.#IND, FALSE, 
963,0,1.42451,71.9166, -1.#IND, FALSE, 
964,0,1.39428,73.8973, -1.#IND, FALSE, 
965,0,1.36041,76.2219, -1.#IND, FALSE, 
966,0,1.32345,76.4923, -1.#IND, FALSE, 
967,0,1.28608,75.1628, -1.#IND, FALSE, 
968,0,1.24281,73.0758, -1.#IND, FALSE, 
969,0,1.19172,70.1553, -1.#IND, FALSE, 
970,0,1.1372,65.4653, -1.#IND, FALSE, 
971,0,1.08378,59.4811, -1.#IND, FALSE, 
972,0,2.1294,52.6716, -1.#IND, FALSE, 
973,0,2.20822,44.5329, -1.#IND, FALSE, 
974,0,2.29657,35.6585, -1.#IND, FALSE, 
975,0,2.37802,27.6078, -1.#IND, FALSE, 
976,0,2.45834,20.6116, -1.#IND, FALSE, 
977,0,2.54595,14.3948, -1.#IND, FALSE, 
978,0,2.62209,9.96936, -1.#IND, FALSE, 
979,0,2.68601,6.94158, -1.#IND, FALSE, 
980,0,2.74687,4.7158, -1.#IND, FALSE, 
981,0,2.79653,3.26735, -1.#IND, FALSE, 
982,0,2.85497,2.03494, -1.#IND, FALSE, 
983,0,2.90573,1.24848, -1.#IND, FALSE, 
984,0,2.95072,0.743554, -1.#IND, FALSE, 
985,0,2.99454,0.404144, -1.#IND, FALSE, 
986,0,3.03363,0.200766, -1.#IND, FALSE, 
987,0,3.06826,0.086078, -1.#IND, FALSE, 
988,0,3.09685,0.0301152, -1.#IND, FALSE, 
989,0,3.12272,0.0050602, -1.#IND, FALSE, 
990,0,3.13494,0.000597751, -1.#IND, FALSE, 
991,0,3.10878,0.0138963, -1.#IND, FALSE, 
992,0,3.08504,0.0396375, -1.#IND, FALSE, 
993,0,3.06016,0.0794731, -1.#IND, FALSE, 
994,0,3.03731,0.127081, -1.#IND, FALSE, 
995,0,3.0136,0.18759, -1.#IND, FALSE, 
996,0,2.99214,0.253004, -1.#IND, FALSE, 
997,0,2.97144,0.325382, -1.#IND, FALSE, 
998,0,2.95176,0.406185, -1.#IND, FALSE, 
999,0,2.93156,0.501267, -1.#IND, FALSE, 
1000,0,2.91052,0.614385, -1.#IND, FALSE, 
